time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2014-09-05T20:49:05.660Z,-30.6688,-71.5245,56.46,4.9,mb,,49,0.698,0.79,us,usb000s9la,2014-12-05T23:36:33.040Z,"32 km WSW of Ovalle, Chile",earthquake,4.9,4.8,0.061,92,reviewed,us,us
2014-07-31T20:40:51.000Z,-31.812,-71.235,74.5,4.8,mb,,,,0.74,us,usb000ryzm,2014-10-29T19:52:52.000Z,"20 km SSW of Illapel, Chile",earthquake,,2.5,0.059,89,reviewed,guc,us
2014-07-30T13:41:54.030Z,-32.352,-71.987,19.85,4.5,mb,,132,1.028,0.92,us,usb000ryjx,2014-10-29T19:52:49.000Z,"71 km W of La Ligua, Chile",earthquake,,1.4,0.311,5,reviewed,us,us
2014-07-26T07:31:44.350Z,-30.3514,-72.2762,11.77,4.9,mww,,87,1.29,1.08,us,usb000rxiu,2014-10-25T01:49:39.000Z,"100 km WSW of Coquimbo, Chile",earthquake,,2.9,,,reviewed,us,us
2014-07-25T01:16:50.000Z,-29.644,-71.457,35.1,4.1,mb,,,,0.92,us,usb000s0cp,2014-10-25T01:49:35.000Z,"35 km NW of La Serena, Chile",earthquake,,6.6,0.522,2,reviewed,guc,us
2014-07-18T10:32:56.790Z,-30.8198,-71.7868,8.51,4.1,mb,,87,0.776,1.02,us,usb000ru3y,2014-10-17T21:12:09.000Z,"61 km WSW of Ovalle, Chile",earthquake,,7.5,0.521,1,reviewed,us,us
2014-06-27T18:30:04.140Z,-30.168,-71.2757,68.8,4.8,mb,,90,0.412,0.99,us,usc000rmxi,2022-07-26T18:19:37.303Z,"24 km SSE of Coquimbo, Chile",earthquake,,1.2,0.167,13,reviewed,us,us
2014-06-24T11:23:33.000Z,-32.471,-71.761,27.9,4.2,mb,,,,1.44,us,usc000rl2m,2014-09-19T17:23:34.000Z,"49 km W of La Ligua, Chile",earthquake,,4.8,0.2,8,reviewed,guc,us
2014-06-11T23:01:58.000Z,-30.021,-71.618,11.8,4,ml,,,,0.97,us,usc000redh,2014-09-12T15:47:17.000Z,"27 km WSW of Coquimbo, Chile",earthquake,,5.5,,,reviewed,guc,guc
2014-05-28T10:27:06.000Z,-32.388,-71.516,59.6,4.5,mb,,,,1.1,us,usb000r6dd,2014-08-26T01:21:02.000Z,"27 km WNW of La Ligua, Chile",earthquake,,4.2,0.15,13,reviewed,guc,us
2014-05-21T09:00:53.210Z,-30.452,-71.311,36.2,5.1,mww,,,,0.75,us,usb000qxwk,2022-07-26T15:26:47.739Z,"19 km NNW of Ovalle, Chile",earthquake,,2.8,,,reviewed,guc,us
2014-05-17T17:55:48.000Z,-32.028,-71.059,51.6,3.9,ml,,,,2.32,us,usb000qsr9,2014-08-09T02:53:47.000Z,"29 km SSW of Salamanca, Chile",earthquake,,5.6,,,reviewed,guc,guc
2014-05-15T13:28:14.000Z,-32.136,-71.762,25,4.5,mb,,,,1.02,us,usb000qnn9,2014-08-09T02:53:43.000Z,"61 km NW of La Ligua, Chile",earthquake,,2.6,0.242,5,reviewed,guc,us
