time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2015-12-11T00:18:36.380Z,-30.4187,-72.0991,11.75,4.1,mwr,,190,0.474,0.58,us,us20004gas,2016-03-05T01:42:01.040Z,"88 km WNW of Ovalle, Chile",earthquake,5.9,3,0.046,46,reviewed,us,us
2015-12-10T00:37:38.110Z,-30.9939,-71.3675,48.96,4.4,mb,,138,0.393,0.63,us,us20004g1w,2016-03-05T01:41:59.040Z,"46 km SSW of Ovalle, Chile",earthquake,4.7,5.6,0.138,15,reviewed,us,us
2015-12-09T09:14:02.660Z,-30.7062,-71.8553,22.36,4.3,mwr,,115,0.192,0.73,us,us20004ft1,2016-03-02T03:36:40.040Z,"63 km W of Ovalle, Chile",earthquake,5.6,4,0.046,45,reviewed,us,us
2015-12-09T01:11:42.640Z,-30.8546,-71.6297,28.71,4.4,mb,,151,0.18,0.73,us,us20004g1u,2016-03-02T03:36:40.040Z,"49 km SW of Ovalle, Chile",earthquake,7.7,3.7,0.241,5,reviewed,us,us
2015-12-08T13:32:48.840Z,-30.7896,-71.9237,27.29,4.2,mwr,,125,0.274,0.62,us,us10004552,2016-03-02T03:36:39.040Z,"72 km WSW of Ovalle, Chile",earthquake,6,4.9,0.051,37,reviewed,us,us
2015-12-08T12:56:07.420Z,-30.8096,-71.7519,25,5.6,mww,,48,0.168,0.75,us,us1000454p,2022-08-01T22:30:09.437Z,"57 km WSW of Ovalle, Chile",earthquake,2.9,1.7,,,reviewed,us,us
2015-12-07T17:41:15.660Z,-30.3182,-72.1696,12.58,4.6,mwr,,88,0.581,1.22,us,us100044sc,2016-03-02T03:36:37.040Z,"89 km WSW of Coquimbo, Chile",earthquake,5.3,4,0.046,45,reviewed,us,us
2015-12-07T07:51:11.430Z,-31.3985,-71.2624,49.53,5.5,mwr,,57,0.743,0.91,us,us100044k5,2022-08-01T22:12:44.853Z,"27 km NNW of Illapel, Chile",earthquake,5.2,4.2,,,reviewed,us,guc
2015-12-06T17:55:29.460Z,-31.4714,-71.8968,35,4.4,mb,,192,0.826,0.71,us,us100044gq,2016-03-02T03:36:35.040Z,"71 km WNW of Illapel, Chile",earthquake,3.8,2,0.31,3,reviewed,us,us
2015-12-05T14:55:04.180Z,-30.6856,-71.6306,52.31,4,mb,,159,0.012,0.72,us,us100044ak,2016-03-02T03:36:33.040Z,"42 km WSW of Ovalle, Chile",earthquake,8.9,6.3,0.519,1,reviewed,us,us
2015-12-04T08:44:38.670Z,-30.7788,-71.4814,45.13,4.4,mwr,,65,0.168,0.74,us,us1000439f,2016-03-02T03:36:30.040Z,"33 km SW of Ovalle, Chile",earthquake,6.8,5.2,0.055,32,reviewed,us,us
2015-12-04T04:56:17.430Z,-30.5429,-72.1165,14.46,4.2,mwr,,116,0.435,0.53,us,us1000438f,2016-03-02T03:36:30.040Z,"88 km W of Ovalle, Chile",earthquake,3.8,3.9,0.043,51,reviewed,us,us
2015-12-03T14:48:15.580Z,-30.4703,-72.348,10,4.4,mb,,196,0.647,1.11,us,us1000431j,2016-03-02T03:36:29.040Z,"111 km W of Ovalle, Chile",earthquake,2.8,1.9,0.31,3,reviewed,us,us
2015-12-03T13:54:11.590Z,-31.7826,-72.2858,10,4.2,mb,,192,1.237,0.96,us,us1000431c,2016-03-02T03:36:29.040Z,"107 km W of Illapel, Chile",earthquake,7.1,1.9,0.305,3,reviewed,us,us
2015-12-03T11:36:10.260Z,-30.8689,-71.9464,40.06,4.2,mb,,195,1.127,0.64,us,us1000430s,2016-03-02T03:36:29.040Z,"77 km WSW of Ovalle, Chile",earthquake,9.2,7.4,0.526,1,reviewed,us,us
2015-12-03T03:56:47.080Z,-30.1932,-72.169,10,4.2,mwr,,93,0.664,0.85,us,us100042wz,2016-03-02T03:36:28.040Z,"84 km WSW of Coquimbo, Chile",earthquake,4.7,1.9,0.053,34,reviewed,us,us
2015-12-03T00:25:19.270Z,-31.6172,-71.9843,33.69,4.2,mb,,194,0.986,0.31,us,us100042vz,2016-03-02T03:36:28.040Z,"77 km W of Illapel, Chile",earthquake,6.8,9.9,0.306,3,reviewed,us,us
2015-12-02T22:05:32.760Z,-30.4619,-72.1173,6.46,4.2,mwr,,151,0.466,1.11,us,us100042uc,2016-02-25T22:33:06.040Z,"89 km W of Ovalle, Chile",earthquake,4.9,4.2,0.058,29,reviewed,us,us
2015-12-02T09:38:27.990Z,-30.3944,-72.1107,10,4.8,mwr,,88,0.496,0.69,us,us100042n3,2016-11-10T22:02:56.777Z,"88 km WSW of Coquimbo, Chile",earthquake,4.9,1.8,0.046,46,reviewed,us,us
2015-12-01T15:31:33.200Z,-30.4034,-71.7418,23.28,4.1,ml,,189,0.284,0.91,us,us100042g6,2016-02-25T22:33:04.040Z,"56 km WNW of Ovalle, Chile",earthquake,6,4.1,,,reviewed,us,guc
2015-12-01T14:29:22.540Z,-30.5917,-71.6989,32.48,4.2,mb,,129,0.098,0.82,us,us100042fu,2016-02-25T22:33:04.040Z,"47 km W of Ovalle, Chile",earthquake,5.5,2.7,0.263,4,reviewed,us,us
2015-12-01T12:08:33.530Z,-30.2953,-71.5711,35.44,4.7,mwr,,83,0.381,1.09,us,us100042ev,2016-02-25T22:33:04.040Z,"43 km SSW of Coquimbo, Chile",earthquake,5.6,5.6,0.052,36,reviewed,us,us
2015-12-01T07:26:14.130Z,-31.6011,-71.4825,40.19,4.7,mwr,,80,0.933,0.79,us,us100042dx,2016-02-25T22:33:03.040Z,"29 km W of Illapel, Chile",earthquake,6.3,5.2,0.052,36,reviewed,us,us
2015-12-01T03:04:03.790Z,-30.4672,-71.6938,30.91,4.1,mwr,,82,0.212,0.83,us,us100042cy,2016-02-25T22:33:03.040Z,"49 km WNW of Ovalle, Chile",earthquake,5.9,4.4,0.05,39,reviewed,us,us
2015-11-29T00:47:50.000Z,-30.342,-71.543,17.4,4.3,mb,,,,1.19,us,us10004dve,2016-02-25T22:33:00.040Z,"43 km NW of Ovalle, Chile",earthquake,4.1,5.3,0.265,4,reviewed,guc,us
2015-11-28T06:08:34.740Z,-30.6695,-71.8028,22.15,4.5,mb,,143,0.144,0.75,us,us100041um,2016-02-25T22:32:58.040Z,"58 km W of Ovalle, Chile",earthquake,6.6,4.9,0.131,24,reviewed,us,us
2015-11-28T05:44:40.060Z,-30.3688,-72.151,10,5.6,mww,,53,0.539,0.84,us,us100041ui,2022-05-03T19:21:53.168Z,"90 km WSW of Coquimbo, Chile",earthquake,3.6,1.8,,,reviewed,us,us
2015-11-27T08:31:29.150Z,-30.8156,-72.7218,10,4.2,mb,,151,0.946,0.81,us,us100041ns,2016-02-25T22:32:56.040Z,"147 km W of Ovalle, Chile",earthquake,5.3,1.9,0.304,3,reviewed,us,us
2015-11-26T05:08:28.540Z,-30.7087,-71.8849,25.13,4,mwr,,88,0.218,0.74,us,us100041et,2016-02-25T22:32:54.040Z,"66 km W of Ovalle, Chile",earthquake,4.5,3,0.066,22,reviewed,us,us
2015-11-24T23:42:07.020Z,-31.7262,-71.9113,15.42,4.7,mb,,119,1.075,0.66,us,us1000410u,2016-02-18T04:48:54.040Z,"71 km W of Illapel, Chile",earthquake,6.6,5.4,0.318,3,reviewed,us,us
2015-11-24T21:19:56.120Z,-31.8698,-72.1952,10,4.6,mb,,121,1.242,1.17,us,us100040vb,2016-02-18T04:48:53.040Z,"100 km WSW of Illapel, Chile",earthquake,5.3,1.5,0.117,22,reviewed,us,us
2015-11-24T11:21:03.130Z,-31.8636,-72.2236,11.06,4.2,mwr,,150,1.257,0.55,us,us100040pr,2016-02-18T04:48:52.040Z,"103 km WSW of Illapel, Chile",earthquake,6,4.7,0.047,43,reviewed,us,us
2015-11-24T09:14:15.800Z,-31.8014,-72.1266,10.13,5,mww,,132,1.2,1.39,us,us100040mw,2016-11-10T22:01:56.274Z,"92 km WSW of Illapel, Chile",earthquake,6.3,3.5,,,reviewed,us,us
2015-11-24T04:46:58.770Z,-31.8578,-72.1858,3.45,4.2,mb,,145,1.25,0.45,us,us100040mh,2016-02-18T04:48:52.040Z,"99 km WSW of Illapel, Chile",earthquake,5.2,4.9,0.215,6,reviewed,us,us
2015-11-23T04:37:48.020Z,-31.5274,-71.9238,24.05,4,mwr,,82,0.886,0.7,us,us100040fv,2016-02-18T04:48:50.040Z,"72 km W of Illapel, Chile",earthquake,1.9,4.7,0.047,44,reviewed,us,us
2015-11-22T12:49:02.310Z,-30.726,-71.4439,53.73,4.3,mb,,103,0.172,1.01,us,us100040bh,2016-02-18T04:48:49.040Z,"27 km WSW of Ovalle, Chile",earthquake,4,6.4,0.178,9,reviewed,us,us
2015-11-22T07:59:50.010Z,-31.1315,-72.7697,10,4.6,mb,,88,1.076,0.94,us,us100040ag,2016-02-18T04:48:48.040Z,"161 km WSW of Ovalle, Chile",earthquake,3.8,1.8,0.136,21,reviewed,us,us
2015-11-22T05:57:37.430Z,-30.3684,-71.9595,10,4.7,mb,,91,0.413,0.99,us,us1000409y,2016-02-18T04:48:48.040Z,"75 km SW of Coquimbo, Chile",earthquake,4.7,1.8,0.126,19,reviewed,us,us
2015-11-22T03:01:26.900Z,-30.5744,-71.9313,22.88,4.4,mb,,129,0.274,1.04,us,us10004099,2016-02-18T04:48:48.040Z,"70 km W of Ovalle, Chile",earthquake,6.9,11.7,0.538,1,reviewed,us,us
2015-11-21T23:05:30.650Z,-30.5754,-71.7676,27,5.8,mww,,43,0.15,0.91,us,us10004077,2022-05-03T19:06:04.975Z,"54 km W of Ovalle, Chile",earthquake,5.6,1.7,,,reviewed,us,us
2015-11-21T22:16:58.540Z,-30.5832,-71.7921,27.06,4.4,mb,,105,0.162,0.84,us,us1000418f,2016-02-18T04:48:48.040Z,"56 km W of Ovalle, Chile",earthquake,5.7,2.5,0.134,16,reviewed,us,us
2015-11-21T22:12:35.960Z,-30.5535,-71.8274,22.97,4.1,mwr,,114,0.204,0.84,us,us1000406r,2016-02-18T04:48:48.040Z,"60 km W of Ovalle, Chile",earthquake,5.5,3.7,0.057,30,reviewed,us,us
2015-11-21T19:37:58.380Z,-31.549,-71.7297,30.09,4.3,mwr,,138,0.876,0.9,us,us10004057,2016-02-18T04:48:48.040Z,"53 km W of Illapel, Chile",earthquake,4.6,3.8,0.063,24,reviewed,us,us
2015-11-21T19:22:22.430Z,-30.3293,-71.6214,29.57,3.8,mb,,133,0.343,1.2,us,us20004gun,2016-02-18T04:48:47.040Z,"49 km SSW of Coquimbo, Chile",earthquake,4.2,7.7,0.358,2,reviewed,us,us
2015-11-19T20:29:29.860Z,-31.0765,-72.029,24.11,4.1,mwr,,163,0.525,0.48,us,us10003zmr,2016-02-18T04:48:44.040Z,"95 km WSW of Ovalle, Chile",earthquake,7.8,6.2,0.063,24,reviewed,us,us
2015-11-19T14:31:08.840Z,-31.3089,-72.5794,10,4.4,mb,,181,1.028,0.86,us,us10003ziv,2022-08-01T18:48:52.037Z,"138 km WNW of Illapel, Chile",earthquake,6.4,1.9,0.203,7,reviewed,us,us
2015-11-19T07:47:27.390Z,-30.3513,-72.1178,8.21,4.5,mb,,137,0.526,0.67,us,us10003zh0,2016-02-18T04:48:43.040Z,"86 km WSW of Coquimbo, Chile",earthquake,4.9,6.1,0.241,5,reviewed,us,us
2015-11-19T05:02:24.780Z,-30.2381,-71.6489,27.86,4.1,mb,,150,0.434,0.69,us,us10003zg3,2016-02-18T04:48:42.040Z,"43 km SW of Coquimbo, Chile",earthquake,5.2,6.1,0.184,8,reviewed,us,us
2015-11-17T13:16:27.910Z,-30.6883,-71.4926,48.58,4.1,mwr,,58,0.123,0.48,us,us10003yy2,2022-08-01T18:20:59.734Z,"29 km WSW of Ovalle, Chile",earthquake,4.6,5.5,0.063,24,reviewed,us,us
2015-11-17T10:57:26.200Z,-31.7637,-71.9308,32.25,4.2,mb,,190,1.115,0.57,us,us10003yxk,2016-02-13T02:08:26.040Z,"73 km W of Illapel, Chile",earthquake,5.5,2.3,0.199,7,reviewed,us,us
2015-11-16T20:52:19.700Z,-30.2895,-72.0155,7.8,4.6,mwr,,121,0.504,1.1,us,us10003ytn,2016-02-13T02:08:25.040Z,"75 km WSW of Coquimbo, Chile",earthquake,7.3,3.5,0.053,34,reviewed,us,us
2015-11-16T15:15:29.790Z,-31.8378,-72.0461,10,4.1,mwr,,80,1.212,0.66,us,us10003yp4,2016-02-13T02:08:25.040Z,"86 km WSW of Illapel, Chile",earthquake,5.6,1.9,0.052,35,reviewed,us,us
2015-11-16T09:57:07.420Z,-30.6151,-71.4087,50.33,4.4,mb,,62,0.203,0.8,us,us10003yn6,2016-02-13T02:08:24.040Z,"20 km W of Ovalle, Chile",earthquake,4.3,6.7,0.17,14,reviewed,us,us
2015-11-16T02:32:03.310Z,-30.8563,-71.7415,36.83,4.3,mb,,158,0.203,0.37,us,us10003ykf,2016-02-13T02:08:24.040Z,"59 km WSW of Ovalle, Chile",earthquake,5.8,10.5,0.238,5,reviewed,us,us
2015-11-16T01:57:10.720Z,-31.5763,-71.4818,37.57,4.3,mb,,80,0.909,0.94,us,us10003zek,2016-02-13T02:08:24.040Z,"Near the coast of Coquimbo, Chile",earthquake,6.3,1.9,0.265,4,reviewed,us,us
2015-11-14T12:58:19.000Z,-30.74,-71.413,43.9,4.4,mb,,,,1.06,us,us10003ycb,2016-02-13T02:08:21.040Z,"25 km SW of Ovalle, Chile",earthquake,9.5,5.2,0.178,9,reviewed,guc,us
2015-11-13T03:27:04.990Z,-30.0834,-72.0009,13.13,4.4,mb,,198,0.668,0.55,us,us10003yyb,2016-02-13T02:08:18.040Z,"65 km WSW of Coquimbo, Chile",earthquake,6.1,6.7,0.309,4,reviewed,us,us
2015-11-12T14:45:30.620Z,-30.1103,-72.1805,10,4.3,mb,,189,0.733,0.63,us,us10003yqn,2016-02-13T02:08:17.040Z,"82 km WSW of Coquimbo, Chile",earthquake,6,2,0.375,2,reviewed,us,us
2015-11-12T03:31:43.280Z,-30.5365,-72.0437,10,4.1,mb,,202,0.378,0.58,us,us10003yqs,2016-02-13T02:08:16.040Z,"81 km W of Ovalle, Chile",earthquake,4.2,1.7,0.262,4,reviewed,us,us
2015-11-11T21:11:42.740Z,-31.0026,-71.8468,19.76,4.2,mb,,124,0.375,1.04,us,us10003xmc,2016-02-05T03:16:44.040Z,"76 km SW of Ovalle, Chile",earthquake,3.9,5.4,0.265,4,reviewed,us,us
2015-11-11T07:59:32.000Z,-31.771,-71.522,35.3,4.2,mwr,,,,1.11,us,us10003xbp,2016-02-05T03:16:43.040Z,"36 km WSW of Illapel, Chile",earthquake,6.5,6,0.044,50,reviewed,guc,us
2015-11-10T23:28:17.900Z,-30.3828,-71.9477,17.73,4.3,mb,,195,0.396,0.86,us,us10003y1w,2016-02-05T03:16:42.040Z,"75 km SW of Coquimbo, Chile",earthquake,3.3,5.4,0.265,4,reviewed,us,us
2015-11-10T19:38:22.510Z,-30.8846,-71.5016,43.86,4.1,mb,,146,0.239,1.33,us,us10003x44,2022-08-01T17:17:47.218Z,"42 km SW of Ovalle, Chile",earthquake,5.9,4.6,0.303,3,reviewed,us,us
2015-11-10T12:58:38.410Z,-30.8045,-71.3706,43.18,4.6,mwr,,56,0.262,0.83,us,us10003wa5,2016-02-05T03:16:41.040Z,"27 km SW of Ovalle, Chile",earthquake,5.2,4.3,0.061,26,reviewed,us,us
2015-11-09T15:43:06.310Z,-31.7787,-72.1421,10,4.4,mb,,190,1.184,0.67,us,us10003xve,2016-02-05T03:16:39.040Z,"93 km W of Illapel, Chile",earthquake,6.9,1.9,0.239,5,reviewed,us,us
2015-11-09T05:50:28.000Z,-30.277,-71.388,50.1,4.3,mb,,,,1.07,us,us10003vwh,2016-02-05T03:16:38.040Z,"36 km S of Coquimbo, Chile",earthquake,5.5,3.1,0.2,7,reviewed,guc,us
2015-11-09T03:01:52.660Z,-30.2642,-71.4416,40.02,4.1,mb,,129,0.386,0.88,us,us10003ze5,2016-02-05T03:16:38.040Z,"35 km SSW of Coquimbo, Chile",earthquake,6.5,13.4,0.368,2,reviewed,us,us
2015-11-08T21:42:28.180Z,-31.7875,-72.1917,13.2,4.1,mwr,,193,1.208,0.4,us,us10003vu5,2016-02-05T03:16:37.040Z,"98 km W of Illapel, Chile",earthquake,5.5,4,0.055,32,reviewed,us,us
2015-11-07T23:56:21.000Z,-30.714,-71.385,47.3,4.3,mb,,,,0.73,us,us10003vmn,2016-02-05T03:16:35.040Z,"21 km SW of Ovalle, Chile",earthquake,4.3,3.6,0.168,10,reviewed,guc,us
2015-11-07T22:23:53.530Z,-31.4284,-72.0284,8.15,4.6,mb,,162,0.824,1.12,us,us10003vm5,2022-08-01T16:39:09.968Z,"84 km WNW of Illapel, Chile",earthquake,3.3,3.9,0.105,27,reviewed,us,us
2015-11-07T12:28:33.000Z,-30.756,-71.424,50.7,4.1,mb,,,,1.2,us,us10003vji,2016-02-05T03:16:34.040Z,"Near the coast of Coquimbo, Chile",earthquake,6.9,6.7,0.301,3,reviewed,guc,us
2015-11-07T11:51:29.000Z,-30.698,-71.632,27.5,4.4,mb,,,,0.99,us,us10003vj4,2016-02-05T03:16:34.040Z,"42 km WSW of Ovalle, Chile",earthquake,7.3,2.5,0.311,3,reviewed,guc,us
2015-11-07T10:53:44.160Z,-30.7227,-71.3904,42,5.7,mww,,56,0.216,0.62,us,us10003vij,2022-08-01T16:25:40.382Z,"22 km SW of Ovalle, Chile",earthquake,5.7,1.8,,,reviewed,us,us
2015-11-07T10:38:24.940Z,-30.7608,-71.6991,38.72,4,mb,,189,0.102,1.1,us,us10003vig,2016-02-05T03:16:34.040Z,"51 km WSW of Ovalle, Chile",earthquake,4.2,10.9,0.368,2,reviewed,us,us
2015-11-07T10:31:20.620Z,-30.7911,-71.4521,42.26,4.9,mwr,,63,0.196,0.66,us,us10003vie,2016-02-05T03:16:34.040Z,"32 km SW of Ovalle, Chile",earthquake,5.3,4.4,0.052,36,reviewed,us,us
2015-11-07T09:30:59.790Z,-30.9278,-71.7906,34.67,4.6,mb,,115,0.286,0.72,us,us10003vi4,2016-02-05T03:16:34.040Z,"67 km WSW of Ovalle, Chile",earthquake,6,5.3,0.145,15,reviewed,us,us
2015-11-07T09:17:00.000Z,-30.8412,-71.3703,43.23,4.6,mb,,115,0.282,0.66,us,us10003vi2,2016-02-05T03:16:34.040Z,"31 km SSW of Ovalle, Chile",earthquake,7,4.8,0.089,38,reviewed,us,us
2015-11-07T07:31:43.870Z,-30.8796,-71.4519,46,6.8,mww,,41,0.258,0.76,us,us10003vgt,2022-12-13T15:29:53.926Z,"39 km SW of Ovalle, Chile",earthquake,4.4,1.8,,,reviewed,us,us
2015-11-07T01:34:51.960Z,-30.0303,-72.055,8.85,4.8,mb,,145,0.717,1.15,us,us10003vey,2016-02-05T03:16:33.040Z,"69 km W of Coquimbo, Chile",earthquake,5,3.7,0.083,45,reviewed,us,us
2015-11-06T08:44:07.540Z,-30.1424,-72.2616,8.49,5.4,mww,,94,0.757,0.79,us,us10003v5a,2016-11-10T21:58:47.992Z,"91 km WSW of Coquimbo, Chile",earthquake,4.3,4.1,,,reviewed,us,us
2015-11-06T08:20:10.980Z,-30.2557,-72.116,8.67,4.2,mb,,196,0.588,0.84,us,us10003v57,2016-02-05T03:16:32.040Z,"82 km WSW of Coquimbo, Chile",earthquake,6,5.8,0.304,3,reviewed,us,us
2015-11-06T04:57:05.780Z,-30.3772,-72.0536,11.51,4.5,mwr,,85,0.466,0.91,us,us10003v47,2016-02-05T03:16:32.040Z,"83 km SW of Coquimbo, Chile",earthquake,2.8,3.5,0.045,48,reviewed,us,us
2015-11-05T17:02:39.680Z,-30.6983,-71.7815,25.93,4.4,mwr,,117,0.128,0.64,us,us10003uwn,2016-02-05T03:16:31.040Z,"56 km W of Ovalle, Chile",earthquake,3.3,3.9,0.054,33,reviewed,us,us
2015-11-05T01:28:44.960Z,-30.7489,-71.5125,37.98,4,mwr,,62,0.129,0.81,us,us10003ut1,2016-02-05T03:16:30.040Z,"34 km WSW of Ovalle, Chile",earthquake,5.2,2.8,0.08,15,reviewed,us,us
2015-11-04T01:22:11.110Z,-30.3409,-71.934,19.07,4,mb,,167,0.42,0.93,us,us200041tc,2016-01-30T02:11:05.040Z,"71 km SW of Coquimbo, Chile",earthquake,5.8,6.8,0.3,3,reviewed,us,us
2015-11-03T21:30:17.000Z,-30.796,-71.411,49.6,4.2,mb,,,,1.1,us,us200041rq,2016-01-30T02:11:05.040Z,"29 km SW of Ovalle, Chile",earthquake,2.7,5.7,0.159,11,reviewed,guc,us
2015-11-03T10:28:58.610Z,-31.2033,-72.2047,4.12,4.1,mb,,195,0.719,0.69,us,us200041j9,2016-01-30T02:11:04.040Z,"109 km WNW of Illapel, Chile",earthquake,7,6.5,0.234,5,reviewed,us,us
2015-11-03T01:43:28.790Z,-30.5714,-71.8682,28.09,4.7,mwr,,86,0.225,0.85,us,us200041hl,2022-08-01T15:30:40.686Z,"Near the coast of Coquimbo, Chile",earthquake,5.1,2,0.043,51,reviewed,us,us
2015-11-02T18:18:46.940Z,-30.4638,-72.7499,7.24,4.5,mb,,166,0.984,0.25,us,us2000420c,2016-01-30T02:11:03.040Z,"147 km WSW of Coquimbo, Chile",earthquake,5.3,9,0.382,2,reviewed,us,us
2015-11-02T16:48:58.380Z,-30.436,-71.9972,17.49,4.4,mb,,175,0.392,0.82,us,us200041bh,2016-01-30T02:11:03.040Z,"78 km WNW of Ovalle, Chile",earthquake,3.4,4.7,0.161,11,reviewed,us,us
2015-10-31T19:29:17.450Z,-31.0944,-71.8204,20.13,4.1,mb,,189,0.448,0.67,us,us20004145,2016-01-30T02:10:59.040Z,"80 km SW of Ovalle, Chile",earthquake,3.1,6.5,0.198,7,reviewed,us,us
2015-10-30T12:41:40.690Z,-31.7046,-71.993,34.98,4.2,mb,,150,1.072,0.79,us,us200041kb,2016-01-30T02:10:57.040Z,"78 km W of Illapel, Chile",earthquake,7.5,11.4,0.2,7,reviewed,us,us
2015-10-30T07:55:08.690Z,-31.8309,-72.0567,2.31,4.3,mb,,194,1.208,0.58,us,us200040nr,2016-01-30T02:10:56.040Z,"86 km WSW of Illapel, Chile",earthquake,5.1,3.2,0.239,5,reviewed,us,us
2015-10-30T02:24:30.280Z,-30.7421,-71.5608,31.43,4.2,mb,,133,0.093,0.92,us,us200040md,2016-01-30T02:10:55.040Z,"38 km WSW of Ovalle, Chile",earthquake,6.9,3.9,0.305,3,reviewed,us,us
2015-10-29T16:20:15.000Z,-31.848,-72.164,20,3.9,mwr,,,,1.27,us,us200040gz,2016-01-30T02:10:55.040Z,"97 km WSW of Illapel, Chile",earthquake,5.9,5.3,0.059,28,reviewed,guc,us
2015-10-29T14:08:57.000Z,-30.617,-71.642,43,4.4,mb,,,,1.37,us,us200040gn,2016-01-30T02:10:54.040Z,"42 km W of Ovalle, Chile",earthquake,7.6,6.1,0.269,4,reviewed,guc,us
2015-10-29T11:51:07.000Z,-31.741,-72.193,23,4,ml,,,,0.96,us,us200040ek,2016-01-30T02:10:54.040Z,"97 km W of Illapel, Chile",earthquake,7.9,8.9,,,reviewed,guc,guc
2015-10-29T11:34:30.030Z,-31.778,-72.2967,10.31,4.3,mwr,,151,1.238,0.95,us,us200040eh,2016-01-30T02:10:54.040Z,"108 km W of Illapel, Chile",earthquake,7.2,5.1,0.049,40,reviewed,us,us
2015-10-29T10:31:27.050Z,-31.7198,-72.1,10,4.6,mb,,144,1.116,0.75,us,us200040e4,2016-01-30T02:10:54.040Z,"88 km W of Illapel, Chile",earthquake,6.2,1.9,0.157,12,reviewed,us,us
2015-10-29T03:19:22.500Z,-31.7533,-71.7524,31.09,4.2,mb,,183,1.08,0.5,us,us200040d8,2016-01-30T02:10:54.040Z,"56 km WSW of Illapel, Chile",earthquake,5,7.6,0.303,3,reviewed,us,us
2015-10-28T04:54:55.470Z,-30.8713,-71.4536,41.38,4.5,mb,,77,0.251,0.56,us,us2000402p,2016-01-22T23:41:21.040Z,"38 km SW of Ovalle, Chile",earthquake,5.3,2.6,0.145,14,reviewed,us,us
2015-10-28T04:12:06.920Z,-30.2931,-71.6389,35.73,4.1,mb,,90,0.379,0.84,us,us2000402g,2016-01-22T23:41:21.040Z,"47 km SW of Coquimbo, Chile",earthquake,5.5,8.1,0.175,9,reviewed,us,us
2015-10-27T04:05:57.020Z,-30.8476,-71.9958,26.86,4.3,mb,,157,0.355,0.89,us,us10003rqs,2016-01-22T23:41:19.040Z,"81 km WSW of Ovalle, Chile",earthquake,2.8,6.8,0.238,5,reviewed,us,us
2015-10-27T02:38:56.950Z,-30.7728,-72.1007,15.14,4.3,mb,,150,0.413,0.77,us,us10003rq5,2016-01-22T23:41:19.040Z,"88 km WSW of Ovalle, Chile",earthquake,2.3,4.3,0.188,8,reviewed,us,us
2015-10-27T01:06:43.830Z,-31.6621,-72.1311,29.2,4.1,mb,,195,1.073,0.48,us,us10003rpa,2016-01-22T23:41:18.040Z,"91 km W of Illapel, Chile",earthquake,5.6,7.6,0.261,4,reviewed,us,us
2015-10-26T14:26:21.310Z,-30.0752,-72.9545,10,4.5,mb,,128,1.286,1.07,us,us10003rii,2016-01-22T23:41:17.040Z,"156 km W of Coquimbo, Chile",earthquake,4.5,1.9,0.27,4,reviewed,us,us
2015-10-25T16:34:26.950Z,-30.4401,-72.1858,10,4.3,mb,,88,0.529,0.74,us,us10003rbt,2022-08-01T13:39:30.754Z,"96 km W of Ovalle, Chile",earthquake,4.7,1.9,0.161,11,reviewed,us,us
2015-10-24T21:24:45.270Z,-31.442,-71.4883,39.92,5,mww,,74,0.776,0.96,us,us10003r82,2022-05-03T17:34:00.486Z,"36 km NW of Illapel, Chile",earthquake,4.5,3.7,,,reviewed,us,us
2015-10-24T19:06:06.830Z,-30.5641,-71.7072,29.37,3.9,mwr,,124,0.125,0.81,us,us10003r7e,2016-01-22T23:41:14.040Z,"48 km W of Ovalle, Chile",earthquake,3.6,4.4,0.068,21,reviewed,us,us
2015-10-24T18:17:23.000Z,-30.6267,-71.7016,20.9,4,mwr,,124,0.811,0.85,us,us10003r77,2016-01-22T23:41:14.040Z,"48 km W of Ovalle, Chile",earthquake,5.3,4.9,0.066,22,reviewed,us,us
2015-10-24T17:58:10.020Z,-30.7885,-72.7249,10,4.7,mb,,91,0.945,1.48,us,us10003r73,2016-01-22T23:41:14.040Z,"147 km W of Ovalle, Chile",earthquake,4.4,1.8,0.088,39,reviewed,us,us
2015-10-24T14:52:23.000Z,-30.042,-71.309,52.1,4,mb,,,,0.77,us,us10003r6j,2016-01-22T23:41:14.040Z,"10 km SSE of Coquimbo, Chile",earthquake,6.4,6.4,0.366,2,reviewed,guc,us
2015-10-24T10:43:24.870Z,-30.4287,-71.9638,17.9,4,mwr,,153,0.374,0.98,us,us20004082,2016-01-22T23:41:13.040Z,"75 km WNW of Ovalle, Chile",earthquake,6.7,1.3,0.052,36,reviewed,us,us
2015-10-24T02:26:25.450Z,-31.5802,-71.5484,37,4.3,mb,,170,0.906,1.05,us,us2000407r,2016-01-22T23:41:13.040Z,"36 km W of Illapel, Chile",earthquake,6.9,8.8,0.267,4,reviewed,us,us
2015-10-23T14:47:58.520Z,-30.7656,-71.5533,40.63,4.5,mb,,142,0.115,0.74,us,us10003qz7,2016-01-22T23:41:12.040Z,"38 km WSW of Ovalle, Chile",earthquake,8.5,6.4,0.242,5,reviewed,us,us
2015-10-22T20:22:28.000Z,-30.385,-71.699,25.3,4.2,mb,,,,0.77,us,us10003qtm,2022-08-01T13:54:30.652Z,"53 km WNW of Ovalle, Chile",earthquake,4.1,5.6,0.187,8,reviewed,guc,us
